fund_id,fund_name,Despesa,Liquidado,liquidated_brl
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903509 - CONSULTORIA TECNO.DA IMFORMACãO-PJ,"              22.983,41",119408.008314
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903512 - ENCARG.SOCIAIS E OBRIG.FISCAIS AUDIT/CONS.,"             542.677,22",2819425.228788
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903603 - CONDOMINIO,"             264.880,00",1376157.5520000001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903604 - MAO DE OBRA DE REEDUCANDOS,"           7.634.256,63",39663016.895502
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS,"          69.098.762,95",358995713.03043
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS,"           5.949.608,38",30910595.377452
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS,"          23.920.772,46",124277981.23868401
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903614 - MONITORES, FISCAIS E EXAMINADORES","           6.541.429,71",33985343.915334
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903616 - AJUDA DE CUSTO A COLABORADORES EVENTUAIS,"           2.935.022,43",15248615.532822002
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903619 - HONORARIOS ADVOCAT. ASSIST. JUDICIARIA COMPL,"               6.000,00",31172.4
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903622 - MANUT.E CONSERV. DE BENS IMOVEIS,"             196.432,18",1020543.747972
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903623 - JETON,"             159.412,03",828209.260662
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903624 - BOLSA PARA MEDICOS RESIDENTES,"         221.260.125,56",1149534856.334424
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903625 - CURSOS, PALESTRAS","              11.646,80",60509.784719999996
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903626 - SERVICOS TECNICOS E ESPECIALIZADOS,"           3.077.395,91",15988302.710814001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903628 - HONORARIOS DE CAMARA DE ARBITRAGEM,"             429.715,00",2232541.311
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903631 - SERVICOS DE APOIO AO ENSINO,"             888.867,68",4618023.144672001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903632 - MANUT.E CONSERV.DE EQUIP.DE PROCES.DE DADOS,"               5.404,00",28075.941600000002
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903633 - SERVIçOS TéCNICOS DE PROFISSIONAIS DE TI,"              47.595,73",247278.85564200004
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903673 - FORNEC.ALIMENTACAO PREPARADA-OUTROS,"                 785,00",4078.389
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903691 - LOCACAO DE IMOVEIS,"          31.555.445,81",163943163.161274
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903699 - SERVICOS DIVERSOS DE CONSERVACAO E MANUTENCA,"               7.022,63",36485.371902
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903795 - SERVICOS DE VIGILANCIA,"         537.483.152,07",2792439968.264478
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903796 - SERVICOS DE LIMPEZA,"         647.433.835,51",3363677749.008654
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903799 - OUTROS SERVICOS,"         101.272.522,05",526151261.05857
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903903 - CONDOMINIOS,"          19.860.606,12",103183793.035848
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS,"       1.322.264.077,58",6869690788.659132
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903907 - SERV.DE FORNEC.E DISTRIBUICAO DE LEITE,"          96.557.608,46",501655398.993084
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903912 - SERV.PROGRAMAS E APLIC.INFORMATICA TRANSF88,"              13.411,25",69676.80825
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903914 - EXAMES LABORATORIAIS,"          24.745.482,35",128562679.00119
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA,"          39.062.271,88",202944127.325352
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903916 - GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO),"          15.682.277,00",81475701.92580001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903918 - PROPAGANDA/PUBLICIDADE,"          13.396.717,92",69601308.281568
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,"          54.365.456,86",282450294.570444
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903920 - INSTAL.MANUT.DE EQUIP.DE INFORM TRANSF88,"             150.595,00",782401.263
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903921 - SERVICOS DE COMUNICACAO DE DADOS,"           6.773.999,13",35193635.080002
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903922 - LOC.MAQ.REPROGAFICAS C/MAO DE OBRA,"             901.899,31",4685727.675174001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903923 - DESP.MIUDAS E DE PRONTO PGTO.SEV.MIL.SEG.PES,"             379.726,74",1972832.3049960001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903924 - SERV.FORNECIM.E DISTRIB.DE CESTA BASICA,"           4.087.010,61",21233654.923194
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903925 - SERVICOS DE CORREIOS,"          24.535.613,72",127472327.520888
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903926 - PUBLICIDADE LEGAL,"             436.080,21",2265611.1230340004
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE,"          27.155.544,17",141083914.18081802
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903928 - SERVICOS DE PUBLICIDADE INSTITUCIONAL,"         106.082.510,34",551141074.2204361
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903929 - SERVICOS DE PUBLICIDADE DE UTILIDADE PUBLICA,"          51.697.284,00",268588069.2936
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903930 - DESP.RELACIO.SOLUCAO DE DISPUTAS CONTRATUAIS,"              82.500,00",428620.5
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903931 - SERVICOS DE APOIO AO ENSINO,"          30.996.388,53",161038636.968762
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903932 - CONSER.E REPARO DE TRENS P/TRANSP.FERROVIARI,"         189.104.780,86",982474978.4800441
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","           4.273.864,89",22204437.649506
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903940 - FRETES E TRANSPORTES,"          31.947.918,40",165982215.25536
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903941 - SERVICO DE LAVANDERIA,"          61.973.132,37",321975211.915098
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903942 - SEGURO DE VIDA,"           1.934.104,65",10048447.29861
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903943 - ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM","          11.007.010,62",57185822.975148
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903944 - SEGURO DE VEICULO,"           3.001.115,81",15591997.079274
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903945 - OUTROS SEGUROS,"           6.942.281,97",36067931.746938
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903946 - SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO","         563.467.072,65",2927436829.24581
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES,"          33.486.324,26",173974849.060404
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903950 - SERVICOS DE MONITORIA,"           3.895.051,28",20236349.420112
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903951 - CARGA DESCARGA EMPAC.PESAGEM DIST.LOG.ARMAZE,"           1.006.824,86",5230857.877644001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903952 - PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS,"           1.690.257,55",8781564.07527
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903953 - PROJ.OU PESQ.DE CIENCIA,TECNOLOGIA E INOVACA","           2.450.324,15",12730414.08891
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903954 - CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES","             176.776,14",918422.7577560002
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903955 - INSCRICOES EM EVENTOS DIVERSOS,"             122.290,38",635347.440252
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA,"           2.178.290,09",11317088.333586
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903957 - SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI,"           5.484.067,27",28491923.094558
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903958 - AUDIO,VIDEO,FOTO E PROJECAO","          15.155.464,43",78738699.89962201
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903959 - SERVICOS DE SOCORRO E SALVAMENTO,"             546.429,08",2838917.642232
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903960 - REALIZACAO DE CONCURSO PUBLICO,"             209.599,16",1088951.4758640002
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,"           4.429.027,66",23010570.304764003
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903962 - CONTR.CURSOS INCL.QUALIF.PROFIS.EXT.SERV.PUB,"          11.762.873,78",61112834.436612
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903963 - INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI","           2.072.470,04",10767310.845816001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903964 - CRECHE,"           7.772.197,60",40379675.41104
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903965 - SERVICOS DE COPA, COPEIRAGEM","           9.499.385,02",49353104.932908
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903966 - COLETA DE LIXO HOSPITALAR_E DE LABORATORIO,"           3.678.843,25",19113062.22105
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903967 - SERVICOS DECORRENTES DE DECISAO JUDICIAL,"          31.598.465,06",164166665.372724
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903968 - ATENDIMENTO DOMICILIAR A SAUDE (HOME CARE),"          13.628.115,13",70803509.346402
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903969 - SERV.SOCORRISTA P/ATEND.MEDICO URGENTE,"          73.201.421,96",380310667.650984
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903970 - FORNEC.ALIMENT.PREPARADA-HOSPITALAR,"          96.335.878,57",500503423.522578
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903972 - FORNEC.ALIMENTACAO PREPARADA-CUSTODIADOS,"         195.609.899,85",1016271673.68069
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB,"         135.948.839,66",706308601.569564
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903975 - CONTRATOS DE GESTAO-LEI COMPL.846/98 ALT.POS,"       5.945.548.590,50",30889503147.083702
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903978 - MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO,"             918.853,84",4773813.240336
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"         265.438.598,60",1379059695.16644
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"         240.764.554,40",1250868165.92976
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET,"         233.634.383,70",1213824077.07498
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903982 - CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC,"         182.484.543,00",948080194.7022
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903983 - SERVICOS GRAFICOS,"          65.861.520,59",342176944.07328606
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903985 - SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS,"          22.511.647,61",116957013.992994
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903989 - SERVICOS DE PREPARACAO DA ALIMENTACAO ESCOLA,"           1.646.369,85",8553549.918690002
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903991 - LOCACAO DE IMOVEIS,"          64.220.316,29",333650231.253066
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO,"          35.157.240,52",182655927.397608
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903993 - VERBA DE REPRESENTACAO,"             825.803,43",4290379.140222001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903994 - OPERACOES POLICIAIS,"           4.729.942,41",24573942.796914
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903995 - MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO,"           5.365.975,59",27878389.580286
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903999 - OUTROS SERVICOS DE TERCEIROS,"       2.530.947.193,01",13149283046.564156
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904007 - MANUTENçãO DE SOFTWARE,"          48.050.996,05",249644144.87816998
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904008 - LOCAçãO DE SOFTWARE,"             112.089,10",582347.7101400001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904009 - DESENVOLVIMENTO DE SOFTWARE,"          18.928.516,78",98341216.07881202
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904010 - ATUALIZ.OU AQUIS.LICENçA E CESSãO DE SOFTWAR,"          43.309.643,12",225010919.865648
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904011 - SUPORTE DE INFRAESTRUTURA,"           8.292.568,04",43083207.995016
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904012 - SUPORTE A USUáRIOS DE TI,"          14.184.051,97",73691823.604938
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904013 - HOSPEDAGEM DE SISTEMAS,"          26.757.754,37",139017237.053898
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904014 - LOCAçãO DE EQUIPAMENTOS DE TI,"          15.670.242,73",81413179.07944201
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904015 - MANUTENçãO DE EQUIPAMENTOS DE TI,"          16.870.149,16",87647172.945864
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904016 - COMUNICAçãO DE DADOS,"          39.845.053,58",207010991.369532
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904017 - ARMAZENAMENTO DE DADOS,"             212.749,74",1105319.999196
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904018 - SALA COFRE,"           7.545.040,25",39199502.11485
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904019 - SERVIçOS DE DIGITAçãO E PREPARAçãO DE DADOS,"           1.366.620,21",7100138.639034
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904020 - SERVIçOS DE TELEFONIA DE VOZ SOBRE IP,"           3.040.952,49",15798964.566546002
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904021 - SERVIçOS DE MENSAGERIA E COLABORAçãO,"             240.679,00",1250423.6766000001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904022 - SERVIçOS DE IMPRESSãO DE ALTO VOLUME,"              23.060,04",119806.13181600001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904090 - SERVIçOS DE TECNOLOGIA DA INFORMAçãO,"         617.775.169,90",3209589117.69846
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904111 - CONTRIBUICOES CORRENTES A FUNDOS,"             780.000,00",4052412.0
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904112 - CONTRIBUICOES A EMPRESAS ESTATAIS,"          52.446.698,05",272481575.04897
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904113 - CONTRIBUICOES A AUTARQUIAS E FUNDACOES,"             176.030,00",914546.262
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904114 - OUTRAS CONTRIBUICOES,"              16.981,77",88227.08785800001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904117 - CONTRIBUICOES AO FUNDEB,"       8.062.501.207,84",41887918775.21194
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904501 - EQUALIZACAO DE PRECOS,"             200.000,00",1039080.0
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904601 - AUXILIO - ALIMENTACAO,"         277.955.203,95",1444088466.60183
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS,"       1.258.691.329,73",6539404934.479242
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904713 - IPTU,"           1.636.215,34",8500793.177436002
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904714 - IMPOSTO DE RENDA,"                  44,98",233.689092
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904716 - PARCELAMENTO PASEP,"           6.998.435,37",36359671.121298
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904718 - TAXA DE LIMPEZA PUBLICA,"             203.234,84",1055886.287736
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904720 - OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA,"          27.904.448,61",144974772.308394
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904722 - OUTRAS TAXAS,"           2.181.531,40",11333928.23556
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904801 - AUXILIOS A PESSOAS FISICAS,"         114.935.118,33",597133913.771682
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904804 - BOLSA-AUXILIO DA FRENTE DE TRABALHO,"          10.100.968,00",52478569.1472
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904805 - BOLSA-AUXILIO PROGR.QUALIFICACAO PROFISSIONA,"             154.975,71",805160.803734
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904901 - AUXILIO - TRANSPORTE,"         435.722.955,25",2263755041.70585
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33904903 - AUX.P/DESLOCAMENTO EXTRAORDINáRIO-LC 1.320/1,"          47.148.560,48",244955631.11779198
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905011 - ENERGIA ELETRICA,"         540.564.257,28",2808447542.272512
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905012 - TELEFONIA FIXA,"          44.264.803,21",229973358.597234
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905013 - AGUA E ESGOTOS,"         658.936.925,04",3423440900.352816
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905014 - GAS ENCANADO,"          21.973.669,54",114162002.728116
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905015 - OUTROS SERVICOS DE UTILIDADE PUBLICA,"          46.206.504,43",240061273.115622
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905017 - TELEFONIA MOVEL CELULAR,"           4.004.910,10",20807109.93354
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905919 - PENSIONISTAS DA REVOLUçãO DE 1932,"           9.286.185,45",48245447.88693
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905920 - PENSãO A HANSENIANO,"           2.491.988,00",12946874.4552
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905921 - PENSãO JUDICIAL DE CARáTER INDENIZATóRIO,"          38.137.920,20",198141750.60708
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905922 - PENSIONISTAS - CARTEIRAS EXTINTAS,"           4.650.231,37",24159812.059698
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905923 - INATIVOS - CARTEIRAS EXTINTAS,"          80.575.795,69",418623488.927826
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905924 - RESTIT.CONTR.§ 1º ART.5º LEI Nº16.877-2018,"         249.490.531,32",1296203106.419928
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33905925 - RESTIT.CONTR.§ 1º ART.6º LEI Nº16.877-2018,"         113.448.086,70",589408189.64118
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909101 - SENTENCAS JUDICIAIS,"          18.889.390,80",98137940.96232001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909102 - DESPESAS DECORRENTES DE ACOES JUDICIAIS,"             874.427,35",4542999.85419
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909103 - CREDITOS DE NATUREZA ALIMENTICIA,"       2.905.855.219,27",15097080206.195358
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909105 - OBRIGACOES DE PEQUENO VALOR,"         916.453.564,77",4761342850.406058
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909211 - VALE-REFEICAO,"             175.098,64",909707.4742560001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909212 - ALIMENTACAO PREPARADA,"             206.502,75",1072864.38735
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909213 - GENEROS ALIMENTICIOS,"             375.133,14",1948966.7155560001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909214 - LIMPEZA,"             468.646,31",2434805.038974
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909215 - VIGILANCIA,"             318.386,09",1654143.0919860003
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909216 - ENERGIA ELETRICA,"           7.984.694,46",41483681.597484
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909217 - TELEFONIA,"           1.209.089,92",6281705.770368
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909218 - AGUA E ESGOTOS,"           9.789.486,95",50860300.500029996
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909219 - GAS,"              75.577,77",392656.746258
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"          53.744.331,94",279223302.161076
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909221 - DIARIAS,"          12.569.923,63",65305781.22730201
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909222 - IMPOSTOS EM ATRASO,"              23.664,14",122944.67295600001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"         324.701.991,21",1686956725.132434
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909308 - RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGIC,"           8.671.598,38",45052422.22345201
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909309 - RESSARCIMENTO DE AUXILIO PRE ESCOLAR,"             569.191,47",2957177.363238
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909310 - INDENIZACOES A PRESOS POLITICOS,"              88.000,00",457195.2
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909311 - INDENIZ.ADMINIST.REPARACAO DE DANOS,"           4.867.181,20",25286953.206480004
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909312 - RESSARCIM.DE GRATUIDADES DE TRANSPORTE,"         819.022.584,00",4255149932.9136
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909313 - AJUDA DE CUSTO-PESSOAL MILITAR,"             395.578,49",2055188.486946
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909315 - AJUDA DE CUSTO-PESSOAL CIVIL,"           1.682.538,61",8741461.094394
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909317 - INDENIZACAO TERMOS DECR.40.177/95 E ALT.POST,"             528.310,14",2744782.501356
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909320 - CUSTEIO DILIGENCIAS DOS OFIC.DE JUSTICA,"             534.901,24",2779025.902296
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909321 - ETAPAS PAGAS A SERVIDORES,"           7.091.090,95",36841053.92163
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909322 - AUXILIO-ENC.GER.DE GAB. DEPUTADO E AUX.HOSPE,"          20.531.962,68",106671758.907672
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33909323 - RESSARCI.DE TRANSP.P/LOCOMOCAO DE SERVIDORES,"              96.791,52",502870.66300800006
